Case ID,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
NP36916,2021-05-16,NP,60353.0,455020.0,1281.0,5001.0
NP36917,2021-05-23,NP,58221.0,513241.0,1345.0,6346.0
NP36918,2021-05-30,NP,43883.0,557124.0,926.0,7272.0
NP36919,2021-06-06,NP,31000.0,588124.0,626.0,7898.0
NP36920,2021-06-13,NP,20348.0,608472.0,514.0,8412.0
NP36921,2021-06-20,NP,12584.0,621056.0,314.0,8726.0
NP36922,2021-06-27,NP,12623.0,633679.0,283.0,9009.0
NP36923,2021-07-04,NP,10943.0,644622.0,216.0,9225.0
NP36924,2021-07-11,NP,10827.0,655449.0,157.0,9382.0
NP36925,2021-07-18,NP,11660.0,667109.0,168.0,9550.0
NP36926,2021-07-25,NP,13447.0,680556.0,163.0,9713.0
NP36927,2021-08-01,NP,16814.0,697370.0,162.0,9875.0
NP36928,2021-08-08,NP,17507.0,714877.0,218.0,10093.0
NP36929,2021-08-15,NP,17395.0,732272.0,199.0,10292.0
NP36930,2021-08-22,NP,15161.0,747433.0,217.0,10509.0
NP36931,2021-08-29,NP,11789.0,759222.0,205.0,10714.0
NP36932,2021-09-05,NP,10049.0,769271.0,124.0,10838.0
NP36933,2021-09-12,NP,7892.0,777163.0,111.0,10949.0
NP36934,2021-09-19,NP,7403.0,784566.0,91.0,11040.0
NP36935,2021-09-26,NP,6826.0,791392.0,56.0,11096.0
NP36936,2021-10-03,NP,5800.0,797192.0,68.0,11164.0
NP36937,2021-10-10,NP,5006.0,802198.0,67.0,11231.0
NP36938,2021-10-17,NP,2839.0,805037.0,53.0,11284.0
NP36939,2021-10-24,NP,4019.0,809056.0,64.0,11348.0
NP36940,2021-10-31,NP,3514.0,812570.0,59.0,11407.0
NP36941,2021-11-07,NP,1988.0,814558.0,41.0,11448.0
NP36942,2021-11-14,NP,2408.0,816966.0,29.0,11477.0
NP36943,2021-11-21,NP,2053.0,819019.0,19.0,11496.0
NP36944,2021-11-28,NP,1859.0,820878.0,27.0,11523.0
NP36945,2021-12-05,NP,1714.0,822592.0,18.0,11541.0
NP36946,2021-12-12,NP,1630.0,824222.0,13.0,11554.0
NP36947,2021-12-19,NP,1514.0,825736.0,19.0,11573.0
NP36948,2021-12-26,NP,1535.0,827271.0,12.0,11585.0
NP36949,2022-01-02,NP,1715.0,828986.0,11.0,11596.0
NP36950,2022-01-09,NP,3603.0,832589.0,8.0,11604.0
NP36951,2022-01-16,NP,21149.0,853738.0,16.0,11620.0
NP36952,2022-01-23,NP,56656.0,910394.0,35.0,11655.0
NP36953,2022-01-30,NP,40047.0,950441.0,80.0,11735.0
NP36954,2022-02-06,NP,15964.0,966405.0,79.0,11814.0
NP36955,2022-02-13,NP,6654.0,973059.0,78.0,11892.0
NP36956,2022-02-20,NP,2500.0,975559.0,29.0,11921.0
NP36957,2022-02-27,NP,1306.0,976865.0,14.0,11935.0
NP36958,2022-03-06,NP,636.0,977501.0,12.0,11947.0
NP36959,2022-03-13,NP,436.0,977937.0,3.0,11950.0
NP36961,2022-03-27,NP,177.0,978332.0,1.0,11951.0
NP36967,2022-05-08,NP,114.0,978942.0,1.0,11952.0
NP36977,2022-07-17,NP,1091.0,981408.0,1.0,11953.0
NP36978,2022-07-24,NP,2214.0,983622.0,3.0,11956.0
NP36979,2022-07-31,NP,2974.0,986596.0,11.0,11967.0
NP36980,2022-08-07,NP,3531.0,990127.0,4.0,11971.0
NP36981,2022-08-14,NP,2905.0,993032.0,17.0,11988.0
NP36982,2022-08-21,NP,2209.0,995241.0,4.0,11992.0
NP36983,2022-08-28,NP,1593.0,996834.0,8.0,12000.0
NP36984,2022-09-04,NP,1034.0,997868.0,7.0,12007.0
NP36985,2022-09-11,NP,875.0,998743.0,7.0,12014.0
NP36986,2022-09-18,NP,498.0,999241.0,2.0,12016.0
NP36987,2022-09-25,NP,334.0,999575.0,1.0,12017.0
NP36988,2022-10-02,NP,214.0,999789.0,1.0,12018.0
NP36992,2022-10-30,NP,95.0,1000550.0,1.0,12019.0
NP37002,2023-01-08,NP,20.0,1001022.0,1.0,12020.0
NP37016,2023-04-16,NP,378.0,1002178.0,2.0,12022.0
NP37017,2023-04-23,NP,420.0,1002598.0,5.0,12027.0
NP37018,2023-04-30,NP,365.0,1002963.0,3.0,12030.0
NP37019,2023-05-07,NP,127.0,1003090.0,1.0,12031.0
NL37098,2020-03-08,NL,311.0,330.0,4.0,4.0
NL37099,2020-03-15,NL,1276.0,1606.0,36.0,40.0
NL37100,2020-03-22,NL,3775.0,5381.0,295.0,335.0
NL37101,2020-03-29,NL,6747.0,12128.0,797.0,1132.0
NL37102,2020-04-05,NL,7161.0,19289.0,1185.0,2317.0
NL37103,2020-04-12,NL,7951.0,27240.0,1040.0,3357.0
NL37104,2020-04-19,NL,6671.0,33911.0,886.0,4243.0
NL37105,2020-04-26,NL,4549.0,38460.0,705.0,4948.0
NL37106,2020-05-03,NL,2495.0,40955.0,426.0,5374.0
NL37107,2020-05-10,NL,1772.0,42727.0,295.0,5669.0
NL37108,2020-05-17,NL,1327.0,44054.0,174.0,5843.0
NL37109,2020-05-24,NL,1311.0,45365.0,120.0,5963.0
NL37110,2020-05-31,NL,1123.0,46488.0,91.0,6054.0
NL37111,2020-06-07,NL,1226.0,47714.0,56.0,6110.0
NL37112,2020-06-14,NL,1105.0,48819.0,35.0,6145.0
NL37113,2020-06-21,NL,697.0,49516.0,25.0,6170.0
NL37114,2020-06-28,NL,539.0,50055.0,12.0,6182.0
NL37115,2020-07-05,NL,435.0,50490.0,12.0,6194.0
NL37116,2020-07-12,NL,502.0,50992.0,6.0,6200.0
NL37117,2020-07-19,NL,961.0,51953.0,7.0,6207.0
NL37118,2020-07-26,NL,1298.0,53251.0,7.0,6214.0
NL37119,2020-08-02,NL,2557.0,55808.0,9.0,6223.0
NL37120,2020-08-09,NL,3861.0,59669.0,5.0,6228.0
NL37121,2020-08-16,NL,4023.0,63692.0,26.0,6254.0
NL37122,2020-08-23,NL,3656.0,67348.0,27.0,6281.0
NL37123,2020-08-30,NL,3650.0,70998.0,23.0,6304.0
NL37124,2020-09-06,NL,5319.0,76317.0,18.0,6322.0
NL37125,2020-09-13,NL,8280.0,84597.0,20.0,6342.0
NL37126,2020-09-20,NL,13807.0,98404.0,37.0,6379.0
NL37127,2020-09-27,NL,18823.0,117227.0,91.0,6470.0
NL37128,2020-10-04,NL,27048.0,144275.0,128.0,6598.0
NL37129,2020-10-11,NL,42790.0,187065.0,172.0,6770.0
NL37130,2020-10-18,NL,55977.0,243042.0,269.0,7039.0
NL37131,2020-10-25,NL,67368.0,310410.0,370.0,7409.0
NL37132,2020-11-01,NL,62785.0,373195.0,513.0,7922.0
NL37133,2020-11-08,NL,43944.0,417139.0,559.0,8481.0
NL37134,2020-11-15,NL,37914.0,455053.0,458.0,8939.0
NL37135,2020-11-22,NL,36568.0,491621.0,368.0,9307.0
NL37136,2020-11-29,NL,33608.0,525229.0,357.0,9664.0
NL37137,2020-12-06,NL,42202.0,567431.0,322.0,9986.0
NL37138,2020-12-13,NL,60890.0,628321.0,398.0,10384.0
NL37139,2020-12-20,NL,78088.0,706409.0,529.0,10913.0
NL37140,2020-12-27,NL,66789.0,773198.0,626.0,11539.0
NL37141,2021-01-03,NL,55955.0,829153.0,666.0,12205.0
NL37142,2021-01-10,NL,50250.0,879403.0,642.0,12847.0
NL37143,2021-01-17,NL,39229.0,918632.0,550.0,13397.0
NL37144,2021-01-24,NL,35329.0,953961.0,531.0,13928.0
NL37145,2021-01-31,NL,28980.0,982941.0,420.0,14348.0
NL37146,2021-02-07,NL,25891.0,1008832.0,406.0,14754.0
NL37147,2021-02-14,NL,24411.0,1033243.0,398.0,15152.0
NL37148,2021-02-21,NL,28835.0,1062078.0,404.0,15556.0
NL37149,2021-02-28,NL,31441.0,1093519.0,277.0,15833.0
NL37150,2021-03-07,NL,31590.0,1125109.0,240.0,16073.0
NL37151,2021-03-14,NL,38711.0,1163820.0,186.0,16259.0
NL37152,2021-03-21,NL,45398.0,1209218.0,176.0,16435.0
NL37153,2021-03-28,NL,51427.0,1260645.0,151.0,16586.0
NL37154,2021-04-04,NL,48090.0,1308735.0,150.0,16736.0
NL37155,2021-04-11,NL,50219.0,1358954.0,140.0,16876.0
NL37156,2021-04-18,NL,53662.0,1412616.0,147.0,17023.0
NL37157,2021-04-25,NL,56111.0,1468727.0,139.0,17162.0
NL37158,2021-05-02,NL,51258.0,1519985.0,140.0,17302.0
NL37159,2021-05-09,NL,47001.0,1566986.0,136.0,17438.0
NL37160,2021-05-16,NL,35849.0,1602835.0,92.0,17530.0
NL37161,2021-05-23,NL,26533.0,1629368.0,83.0,17613.0
NL37162,2021-05-30,NL,20487.0,1649855.0,50.0,17663.0
NL37163,2021-06-06,NL,15121.0,1664976.0,56.0,17719.0
NL37164,2021-06-13,NL,9149.0,1674125.0,24.0,17743.0
NL37165,2021-06-20,NL,5970.0,1680095.0,13.0,17756.0
NL37166,2021-06-27,NL,4254.0,1684349.0,8.0,17764.0
NL37167,2021-07-04,NL,7171.0,1691520.0,8.0,17772.0
NL37168,2021-07-11,NL,49557.0,1741077.0,12.0,17784.0
NL37169,2021-07-18,NL,69451.0,1810528.0,12.0,17796.0
NL37170,2021-07-25,NL,38748.0,1849276.0,27.0,17823.0
NL37171,2021-08-01,NL,22349.0,1871625.0,36.0,17859.0
NL37172,2021-08-08,NL,17261.0,1888886.0,50.0,17909.0
NL37173,2021-08-15,NL,16599.0,1905485.0,44.0,17953.0
NL37174,2021-08-22,NL,16882.0,1922367.0,34.0,17987.0
NL37175,2021-08-29,NL,17582.0,1939949.0,50.0,18037.0
NL37176,2021-09-05,NL,17515.0,1957464.0,42.0,18079.0
NL37177,2021-09-12,NL,16189.0,1973653.0,37.0,18116.0
NL37178,2021-09-19,NL,13635.0,1987288.0,43.0,18159.0
NL37179,2021-09-26,NL,11633.0,1998921.0,24.0,18183.0
NL37180,2021-10-03,NL,11871.0,2010792.0,27.0,18210.0
NL37181,2021-10-10,NL,17281.0,2028073.0,23.0,18233.0
NL37182,2021-10-17,NL,25310.0,2053383.0,49.0,18282.0
NL37183,2021-10-24,NL,37779.0,2091162.0,82.0,18364.0
NL37184,2021-10-31,NL,53511.0,2144673.0,142.0,18506.0
NL37185,2021-11-07,NL,75856.0,2220529.0,174.0,18680.0
NL37186,2021-11-14,NL,114696.0,2335225.0,202.0,18882.0
NL37187,2021-11-21,NL,154065.0,2489290.0,347.0,19229.0
NL37188,2021-11-28,NL,154548.0,2643838.0,419.0,19648.0
NL37189,2021-12-05,NL,144887.0,2788725.0,433.0,20081.0
NL37190,2021-12-12,NL,116172.0,2904897.0,414.0,20495.0
NL37191,2021-12-19,NL,95619.0,3000516.0,292.0,20787.0
NL37192,2021-12-26,NL,84986.0,3085502.0,173.0,20960.0
NL37193,2022-01-02,NL,109523.0,3195025.0,132.0,21092.0
NL37194,2022-01-09,NL,201891.0,3396916.0,85.0,21177.0
NL37195,2022-01-16,NL,251885.0,3648801.0,59.0,21236.0
NL37196,2022-01-23,NL,423932.0,4072733.0,63.0,21299.0
NL37197,2022-01-30,NL,582545.0,4655278.0,53.0,21352.0
NL37198,2022-02-06,NL,626302.0,5281580.0,72.0,21424.0
NL37199,2022-02-13,NL,513691.0,5795271.0,90.0,21514.0
NL37200,2022-02-20,NL,326724.0,6121995.0,95.0,21609.0
NL37201,2022-02-27,NL,243445.0,6365440.0,59.0,21668.0
NL37202,2022-03-06,NL,408462.0,6773902.0,70.0,21738.0
NL37203,2022-03-13,NL,448158.0,7222060.0,78.0,21816.0
NL37204,2022-03-20,NL,324075.0,7546135.0,97.0,21913.0
NL37205,2022-03-27,NL,231665.0,7777800.0,107.0,22020.0
NL37206,2022-04-03,NL,145200.0,7923000.0,82.0,22102.0
NL37207,2022-04-10,NL,73707.0,7996707.0,63.0,22165.0
NL37208,2022-04-17,NL,28273.0,8024980.0,44.0,22209.0
NL37209,2022-04-24,NL,16529.0,8041509.0,29.0,22238.0
NL37210,2022-05-01,NL,10341.0,8051850.0,34.0,22272.0
NL37211,2022-05-08,NL,10185.0,8062035.0,13.0,22285.0
NL37212,2022-05-15,NL,8434.0,8070469.0,12.0,22297.0
NL37213,2022-05-22,NL,7561.0,8078030.0,13.0,22310.0
NL37214,2022-05-29,NL,6840.0,8084870.0,11.0,22321.0
NL37215,2022-06-05,NL,9368.0,8094238.0,4.0,22325.0
NL37216,2022-06-12,NL,14164.0,8108402.0,10.0,22335.0
NL37217,2022-06-19,NL,24704.0,8133106.0,14.0,22349.0
NL37218,2022-06-26,NL,33507.0,8166613.0,16.0,22365.0
NL37219,2022-07-03,NL,38387.0,8205000.0,28.0,22393.0
NL37220,2022-07-10,NL,42753.0,8247753.0,20.0,22413.0
NL37221,2022-07-17,NL,40744.0,8288497.0,35.0,22448.0
NL37222,2022-07-24,NL,28294.0,8316791.0,32.0,22480.0
NL37223,2022-07-31,NL,22692.0,8339483.0,32.0,22512.0
NL37224,2022-08-07,NL,15856.0,8355339.0,31.0,22543.0
NL37225,2022-08-14,NL,11780.0,8367119.0,28.0,22571.0
NL37226,2022-08-21,NL,9302.0,8376421.0,25.0,22596.0
NL37227,2022-08-28,NL,7762.0,8384183.0,12.0,22608.0
NL37228,2022-09-04,NL,7678.0,8391861.0,8.0,22616.0
NL37229,2022-09-11,NL,8345.0,8400206.0,15.0,22631.0
NL37230,2022-09-18,NL,8646.0,8408852.0,13.0,22644.0
NL37231,2022-09-25,NL,11537.0,8420389.0,11.0,22655.0
NL37232,2022-10-02,NL,18296.0,8438685.0,28.0,22683.0
NL37233,2022-10-09,NL,23937.0,8462622.0,36.0,22719.0
NL37234,2022-10-16,NL,22656.0,8485278.0,50.0,22769.0
NL37235,2022-10-23,NL,18412.0,8503690.0,38.0,22807.0
NL37236,2022-10-30,NL,12726.0,8516416.0,32.0,22839.0
NL37237,2022-11-06,NL,8230.0,8524646.0,26.0,22865.0
NL37238,2022-11-13,NL,6146.0,8530792.0,24.0,22889.0
NL37239,2022-11-20,NL,5482.0,8536274.0,10.0,22899.0
NL37240,2022-11-27,NL,5131.0,8541405.0,11.0,22910.0
NL37241,2022-12-04,NL,5533.0,8546938.0,14.0,22924.0
NL37242,2022-12-11,NL,5707.0,8552645.0,16.0,22940.0
NL37243,2022-12-18,NL,6093.0,8558738.0,15.0,22955.0
NL37244,2022-12-25,NL,7329.0,8566067.0,21.0,22976.0
NL37245,2023-01-01,NL,5805.0,8571872.0,10.0,22986.0
NC37421,2021-09-12,NC,821.0,957.0,1.0,1.0
NC37422,2021-09-19,NC,2574.0,3531.0,21.0,22.0
NC37423,2021-09-26,NC,2654.0,6185.0,61.0,83.0
NC37424,2021-10-03,NC,1804.0,7989.0,67.0,150.0
NC37425,2021-10-10,NC,1177.0,9166.0,50.0,200.0
NC37426,2021-10-17,NC,811.0,9977.0,41.0,241.0
NC37427,2021-10-24,NC,505.0,10482.0,16.0,257.0
NC37428,2021-10-31,NC,486.0,10968.0,8.0,265.0
NC37429,2021-11-07,NC,338.0,11306.0,3.0,268.0
NC37430,2021-11-14,NC,267.0,11573.0,4.0,272.0
NC37431,2021-11-21,NC,298.0,11871.0,4.0,276.0
NC37433,2021-12-05,NC,280.0,12385.0,3.0,279.0
NC37434,2021-12-12,NC,130.0,12515.0,1.0,280.0
NC37437,2022-01-02,NC,273.0,12990.0,1.0,281.0
NC37440,2022-01-23,NC,1659.0,15331.0,1.0,282.0
NC37441,2022-01-30,NC,3448.0,18779.0,1.0,283.0
NC37442,2022-02-06,NC,7137.0,25916.0,1.0,284.0
NC37444,2022-02-20,NC,8842.0,44021.0,3.0,287.0
NC37445,2022-02-27,NC,9122.0,53143.0,12.0,299.0
NC37446,2022-03-06,NC,3826.0,56969.0,3.0,302.0
NC37447,2022-03-13,NC,2424.0,59393.0,3.0,305.0
NC37448,2022-03-20,NC,618.0,60011.0,1.0,306.0
NC37449,2022-03-27,NC,260.0,60271.0,4.0,310.0
NC37450,2022-04-03,NC,159.0,60430.0,1.0,311.0
NC37451,2022-04-10,NC,68.0,60498.0,1.0,312.0
NC37458,2022-05-29,NC,358.0,62008.0,1.0,313.0
NC37465,2022-07-17,NC,1365.0,66772.0,1.0,314.0
NZ37589,2020-03-29,NZ,410.0,476.0,1.0,1.0
NZ37591,2020-04-12,NZ,177.0,1049.0,3.0,4.0
NZ37592,2020-04-19,NZ,49.0,1098.0,7.0,11.0
NZ37593,2020-04-26,NZ,23.0,1121.0,7.0,18.0
NZ37594,2020-05-03,NZ,15.0,1136.0,2.0,20.0
NZ37595,2020-05-10,NZ,8.0,1144.0,1.0,21.0
NZ37612,2020-09-06,NZ,43.0,1421.0,2.0,24.0
NZ37614,2020-09-20,NZ,18.0,1464.0,1.0,25.0
NZ37636,2021-02-21,NZ,21.0,2002.0,1.0,26.0
NZ37664,2021-09-05,NZ,272.0,3435.0,1.0,27.0
NZ37669,2021-10-10,NZ,275.0,4299.0,1.0,28.0
NZ37673,2021-11-07,NZ,1053.0,7286.0,4.0,32.0
NZ37674,2021-11-14,NZ,1218.0,8504.0,1.0,33.0
NZ37675,2021-11-21,NZ,1302.0,9806.0,7.0,40.0
NZ37676,2021-11-28,NZ,1265.0,11071.0,3.0,43.0
NZ37677,2021-12-05,NZ,888.0,11959.0,1.0,44.0
NZ37678,2021-12-12,NZ,657.0,12616.0,3.0,47.0
NZ37679,2021-12-19,NZ,512.0,13128.0,2.0,49.0
NZ37680,2021-12-26,NZ,401.0,13529.0,1.0,50.0
NZ37681,2022-01-02,NZ,403.0,13932.0,1.0,51.0
NZ37683,2022-01-16,NZ,392.0,14750.0,1.0,52.0
NZ37686,2022-02-06,NZ,1571.0,17611.0,1.0,53.0
NZ37689,2022-02-27,NZ,65839.0,98749.0,3.0,56.0
NZ37690,2022-03-06,NZ,140787.0,239536.0,9.0,65.0
NZ37691,2022-03-13,NZ,137160.0,376696.0,37.0,102.0
NZ37692,2022-03-20,NZ,119858.0,496554.0,61.0,163.0
NZ37693,2022-03-27,NZ,112755.0,609309.0,68.0,231.0
NZ37694,2022-04-03,NZ,92674.0,701983.0,132.0,363.0
NZ37695,2022-04-10,NZ,71244.0,773227.0,106.0,469.0
NZ37696,2022-04-17,NZ,55640.0,828867.0,95.0,564.0
NZ37697,2022-04-24,NZ,58325.0,887192.0,80.0,644.0
NZ37698,2022-05-01,NZ,52916.0,940108.0,69.0,713.0
NZ37699,2022-05-08,NZ,52539.0,992647.0,99.0,812.0
NZ37700,2022-05-15,NZ,58157.0,1050804.0,117.0,929.0
NZ37701,2022-05-22,NZ,49841.0,1100645.0,88.0,1017.0
NZ37702,2022-05-29,NZ,48148.0,1148793.0,95.0,1112.0
NZ37703,2022-06-05,NZ,46082.0,1194875.0,82.0,1194.0
NZ37704,2022-06-12,NZ,47762.0,1242637.0,92.0,1286.0
NZ37705,2022-06-19,NZ,28175.0,1270812.0,64.0,1350.0
NZ37706,2022-06-26,NZ,43542.0,1314354.0,87.0,1437.0
NZ37707,2022-07-03,NZ,36180.0,1350534.0,97.0,1534.0
NZ37708,2022-07-10,NZ,70398.0,1420932.0,111.0,1645.0
NZ37709,2022-07-17,NZ,69674.0,1490606.0,158.0,1803.0
NZ37710,2022-07-24,NZ,61169.0,1551775.0,236.0,2039.0
NZ37711,2022-07-31,NZ,51603.0,1603378.0,56.0,2095.0
NZ37724,2022-10-30,NZ,41043.0,1852595.0,24.0,2119.0
NZ37726,2022-11-13,NZ,19678.0,1872273.0,63.0,2182.0
NZ37728,2022-11-27,NZ,24759.0,1918917.0,30.0,2212.0
NZ37729,2022-12-04,NZ,31859.0,1950776.0,23.0,2235.0
NZ37730,2022-12-11,NZ,37483.0,1988259.0,22.0,2257.0
NZ37731,2022-12-18,NZ,39722.0,2027981.0,31.0,2288.0
NZ37733,2023-01-01,NZ,29469.0,2057450.0,43.0,2331.0
NZ37738,2023-02-05,NZ,9387.0,2136662.0,146.0,2477.0
NZ37739,2023-02-12,NZ,7604.0,2144266.0,36.0,2513.0
NZ37740,2023-02-19,NZ,7272.0,2151538.0,21.0,2534.0
NZ37741,2023-02-26,NZ,7100.0,2158638.0,8.0,2542.0
NZ37742,2023-03-05,NZ,7832.0,2166470.0,6.0,2548.0
NZ37743,2023-03-12,NZ,10029.0,2176499.0,12.0,2560.0
NZ37744,2023-03-19,NZ,10133.0,2186632.0,26.0,2586.0
NZ37745,2023-03-26,NZ,9923.0,2196555.0,76.0,2662.0
NZ37746,2023-04-02,NZ,9839.0,2206394.0,25.0,2687.0
NZ37748,2023-04-16,NZ,10595.0,2227642.0,29.0,2716.0
NZ37750,2023-04-30,NZ,10999.0,2251440.0,20.0,2736.0
NZ37751,2023-05-07,NZ,9686.0,2261126.0,56.0,2792.0
NZ37753,2023-05-21,NZ,10632.0,2282861.0,101.0,2893.0
NZ37754,2023-05-28,NZ,12698.0,2295559.0,49.0,2942.0
NZ37757,2023-06-18,NZ,19446.0,2326389.0,39.0,3077.0
NZ37760,2023-07-09,NZ,11979.0,2345892.0,61.0,3138.0
NZ37761,2023-07-16,NZ,4609.0,2350501.0,21.0,3159.0
NZ37762,2023-07-23,NZ,3741.0,2354242.0,13.0,3172.0
NZ37763,2023-07-30,NZ,3114.0,2357356.0,16.0,3188.0
NZ37764,2023-08-06,NZ,3079.0,2360435.0,41.0,3229.0
NZ37765,2023-08-13,NZ,3869.0,2364304.0,20.0,3249.0
NZ37767,2023-08-27,NZ,3287.0,2372118.0,34.0,3283.0
NZ37769,2023-09-10,NZ,2899.0,2377821.0,11.0,3294.0
NZ37770,2023-09-17,NZ,2767.0,2380588.0,15.0,3309.0
NZ37771,2023-09-24,NZ,2478.0,2383066.0,20.0,3329.0
NZ37772,2023-10-01,NZ,2372.0,2385438.0,18.0,3347.0
NZ37773,2023-10-08,NZ,2420.0,2387858.0,14.0,3361.0
NZ37774,2023-10-15,NZ,2919.0,2390777.0,15.0,3376.0
NZ37775,2023-10-22,NZ,3200.0,2393977.0,40.0,3416.0
NZ37777,2023-11-05,NZ,3530.0,2400967.0,29.0,3445.0
NZ37778,2023-11-12,NZ,4508.0,2405475.0,19.0,3464.0
NZ37779,2023-11-19,NZ,4897.0,2410372.0,38.0,3502.0
NZ37780,2023-11-26,NZ,6405.0,2416777.0,20.0,3522.0
NZ37781,2023-12-03,NZ,5615.0,2422392.0,27.0,3549.0
NZ37782,2023-12-10,NZ,5524.0,2427916.0,20.0,3569.0
NZ37783,2023-12-17,NZ,6136.0,2434052.0,27.0,3596.0
NZ37784,2023-12-24,NZ,6323.0,2440375.0,27.0,3623.0
NZ37787,2024-01-14,NZ,5733.0,2457969.0,22.0,3645.0
NZ37788,2024-01-21,NZ,6788.0,2464757.0,77.0,3722.0
NZ37789,2024-01-28,NZ,5933.0,2470690.0,26.0,3748.0
NZ37790,2024-02-04,NZ,4856.0,2475546.0,20.0,3768.0
NZ37791,2024-02-11,NZ,4704.0,2480250.0,20.0,3788.0
NZ37792,2024-02-18,NZ,4516.0,2484766.0,15.0,3803.0
NZ37793,2024-02-25,NZ,5312.0,2490078.0,14.0,3817.0
NZ37794,2024-03-03,NZ,5100.0,2495178.0,20.0,3837.0
NZ37795,2024-03-10,NZ,3709.0,2498887.0,21.0,3858.0
NZ37796,2024-03-17,NZ,928.0,2499815.0,24.0,3882.0
NZ37797,2024-03-24,NZ,800.0,2500615.0,20.0,3902.0
NZ37798,2024-03-31,NZ,73357.0,2573972.0,14.0,3916.0
NZ37799,2024-04-07,NZ,3185.0,2577157.0,7.0,3923.0
NZ37800,2024-04-14,NZ,5735.0,2582892.0,21.0,3944.0
NZ37802,2024-04-28,NZ,2260.0,2585152.0,21.0,3965.0
NZ37803,2024-05-05,NZ,2026.0,2587178.0,11.0,3976.0
NZ37804,2024-05-12,NZ,2353.0,2589531.0,19.0,3995.0
NZ37805,2024-05-19,NZ,3738.0,2593269.0,13.0,4008.0
NZ37806,2024-05-26,NZ,5128.0,2598397.0,19.0,4027.0
NZ37807,2024-06-02,NZ,6427.0,2604824.0,7.0,4034.0
NZ37808,2024-06-09,NZ,5029.0,2609853.0,29.0,4063.0
NZ37809,2024-06-16,NZ,4870.0,2614723.0,20.0,4083.0
NZ37810,2024-06-23,NZ,3667.0,2618390.0,37.0,4120.0
NZ37811,2024-06-30,NZ,8231.0,2626621.0,25.0,4145.0
NZ37812,2024-07-07,NZ,3195.0,2629816.0,40.0,4185.0
NZ37813,2024-07-14,NZ,3170.0,2632986.0,31.0,4216.0
NZ37814,2024-07-21,NZ,2261.0,2635247.0,30.0,4246.0
NZ37815,2024-07-28,NZ,2071.0,2637318.0,22.0,4268.0
NZ37816,2024-08-04,NZ,1730.0,2639048.0,16.0,4284.0
NZ37817,2024-08-11,NZ,1481.0,2640529.0,15.0,4299.0
NZ37818,2024-08-18,NZ,1661.0,2642190.0,26.0,4325.0
NZ37819,2024-08-25,NZ,1469.0,2643659.0,28.0,4353.0
NZ37820,2024-09-01,NZ,1285.0,2644944.0,31.0,4384.0
NI37837,2020-04-26,NI,2.0,11.0,2.0,3.0
NI37838,2020-05-03,NI,3.0,14.0,1.0,4.0
NI37839,2020-05-10,NI,2.0,16.0,1.0,5.0
NI37840,2020-05-17,NI,9.0,25.0,3.0,8.0
NI37841,2020-05-24,NI,254.0,279.0,9.0,17.0
NI37842,2020-05-31,NI,606.0,885.0,18.0,35.0
NI37843,2020-06-07,NI,424.0,1309.0,11.0,46.0
NI37844,2020-06-14,NI,346.0,1655.0,9.0,55.0
NI37845,2020-06-21,NI,359.0,2014.0,9.0,64.0
NI37847,2020-07-05,NI,168.0,2182.0,9.0,83.0
NI37848,2020-07-12,NI,229.0,2411.0,8.0,91.0
NI37849,2020-07-19,NI,301.0,2712.0,8.0,99.0
NI37850,2020-07-26,NI,292.0,3004.0,9.0,108.0
NI37851,2020-08-02,NI,76.0,3080.0,8.0,116.0
NI37852,2020-08-09,NI,186.0,3266.0,7.0,123.0
NI37853,2020-08-16,NI,147.0,3413.0,5.0,128.0
NI37854,2020-08-23,NI,127.0,3540.0,5.0,133.0
NI37855,2020-08-30,NI,119.0,3659.0,4.0,137.0
NI37856,2020-09-06,NI,114.0,3773.0,4.0,141.0
NI37857,2020-09-13,NI,104.0,3877.0,3.0,144.0
NI37858,2020-09-20,NI,102.0,3979.0,3.0,147.0
NI37859,2020-09-27,NI,86.0,4065.0,2.0,149.0
NI37860,2020-10-04,NI,81.0,4146.0,2.0,151.0
NI37861,2020-10-11,NI,79.0,4225.0,2.0,153.0
NI37862,2020-10-18,NI,72.0,4297.0,1.0,154.0
NI37863,2020-10-25,NI,65.0,4362.0,1.0,155.0
NI37864,2020-11-01,NI,62.0,4424.0,1.0,156.0
NI37865,2020-11-08,NI,56.0,4480.0,1.0,157.0
NI37866,2020-11-15,NI,53.0,4533.0,1.0,158.0
NI37867,2020-11-22,NI,50.0,4583.0,1.0,159.0
NI37868,2020-11-29,NI,46.0,4629.0,1.0,160.0
NI37869,2020-12-06,NI,42.0,4671.0,1.0,161.0
NI37870,2020-12-13,NI,38.0,4709.0,1.0,162.0
NI37871,2020-12-20,NI,39.0,4748.0,1.0,163.0
NI37872,2020-12-27,NI,42.0,4790.0,1.0,164.0
NI37873,2021-01-03,NI,39.0,4829.0,1.0,165.0
NI37874,2021-01-10,NI,38.0,4867.0,1.0,166.0
NI37875,2021-01-17,NI,49.0,4916.0,1.0,167.0
NI37876,2021-01-24,NI,37.0,4953.0,1.0,168.0
NI37877,2021-01-31,NI,39.0,4992.0,1.0,169.0
NI37878,2021-02-07,NI,35.0,5027.0,1.0,170.0
NI37879,2021-02-14,NI,37.0,5064.0,1.0,171.0
